"id","locode","locationname","locationtype","country","county","municipality","wkt","lon","lat"
2452489,ITMTH,Meta,Havn,ITALIA,,,,,
2329924,ITMLZ,Milazzo,Havn,ITALIA,,,POINT(15.2430863719413 38.2183211024504),15.2430863719413,38.21832110245037
2332177,ITMIM,Mili Marina,Havn,ITALIA,,,,,
2332178,ITMIS,Misano Adriatico,Havn,ITALIA,,,,,
2338635,ITODB,Mola di Bari,Havn,ITALIA,,,,,
2329928,ITMOL,Molfetta,Havn,ITALIA,,,,,
2338637,ITMND,"Mondello, Palermo",Havn,ITALIA,,,,,
2338638,ITODG,Mondragone,Havn,ITALIA,,,,,
2329926,ITMNF,Monfalcone,Havn,ITALIA,,,POINT(13.5527945883665 45.7878126631418),13.5527945883665,45.78781266314179
2455588,ITMTW,Monfumo,Havn,ITALIA,,,,,
2329927,ITMNP,Monopoli,Havn,ITALIA,,,,,
2338641,ITMLS,Montalto di Castro,Havn,ITALIA,,,,,
2338642,ITRSM,Monterosso al Mare,Havn,ITALIA,,,,,
2455590,ITMFT,Montiglio Monferrato,Havn,ITALIA,,,,,
2338644,ITUGG,Muggia,Havn,ITALIA,,,,,
2329932,ITNAP,Napoli,Havn,ITALIA,,,POINT(14.2661590658346 40.8398160097758),14.26615906583456,40.83981600977577
2338646,ITNTT,Nettuno,Havn,ITALIA,,,,,
2338647,ITNLI,Noli,Havn,ITALIA,,,,,
2452493,ITNSR,Nova Siri,Havn,ITALIA,,,,,
2338649,ITNUM,Numana,Havn,ITALIA,,,,,
2338650,ITOGN,Ognina,Havn,ITALIA,,,,,
2329933,ITOLB,Olbia,Havn,ITALIA,,,,,
2329934,ITONE,Oneglia,Havn,ITALIA,,,,,
2338653,ITOBT,Orbetello,Havn,ITALIA,,,,,
2451699,ITQOS,Oristano,Havn,ITALIA,,,,,
2329935,ITOTN,Ortona,Havn,ITALIA,,,POINT(14.4103495904815 42.3528376038216),14.41034959048153,42.35283760382162
2329936,ITOTO,Otranto,Havn,ITALIA,,,,,
2452494,ITVXP,Pago Veiano,Havn,ITALIA,,,,,
2329938,ITPAU,Palau,Havn,ITALIA,,,,,
2329954,ITPMO,Palermo,Havn,ITALIA,,,POINT(13.366838209977 38.1290010452358),13.36683820997702,38.12900104523578
2338659,ITPLN,Palinuro,Havn,ITALIA,,,,,
2338660,ITPMM,Palmi,Havn,ITALIA,,,,,
2329937,ITPAN,Panarea,Havn,ITALIA,,,,,
2329958,ITPNL,Pantelleria,Havn,ITALIA,,,,,
2338663,ITAOA,Paola,Havn,ITALIA,,,,,
2455591,ITXUY,Passons,Havn,ITALIA,,,,,
2452495,ITPTI,Patti,Havn,ITALIA,,,,,
2338666,ITPED,Pedaso,Havn,ITALIA,,,,,
2329944,ITPES,Pesaro,Havn,ITALIA,,,,,
2451700,ITPSR,Pescara,Havn,ITALIA,,,,,
2329941,ITPCH,Peschici,Havn,ITALIA,,,,,
2452496,ITPRR,Piano di Sorrento,Havn,ITALIA,,,,,
2329950,ITPIA,Pianosa,Havn,ITALIA,,,,,
2452497,ITISB,Pier Isab,Havn,ITALIA,,,,,
2455592,ITP5T,Pietralunga,Havn,ITALIA,,,,,
2329951,ITPIO,Piombino,Havn,ITALIA,,,POINT(10.5461349490667 42.92971249953),10.54613494906667,42.92971249953005
2338674,ITPIZ,Pizzo,Havn,ITALIA,,,,,
2448525,ITZQQ,Polignano a Mare,Havn,ITALIA,,,,,
2452498,ITPM4,Pomaro Monferrato,Havn,ITALIA,,,,,
2329960,ITPOM,Pomezia,Havn,ITALIA,,,,,
2329946,ITPFO,Ponte Fornaci,Havn,ITALIA,,,,,
2451701,ITPNZ,Ponza,Havn,ITALIA,,,,,
2454994,ITIM5,Pornassio,Havn,ITALIA,,,,,
2338680,ITORL,Porticello,Havn,ITALIA,,,,,
2452499,ITPTC,Portici,Havn,ITALIA,,,,,
2329949,ITPGL,Portiglioni,Havn,ITALIA,,,,,
2329939,ITPAZ,Porto Azzurro,Havn,ITALIA,,,,,
2329940,ITPCE,Porto Cervo,Havn,ITALIA,,,,,
2338684,ITPCN,Porto Conte,Havn,ITALIA,,,,,
2329942,ITPDI,Porto D'ischia,Havn,ITALIA,,,,,
2329943,ITPEM,Porto Empedocle,Havn,ITALIA,,,POINT(13.5294795296749 37.2864519381528),13.52947952967485,37.28645193815278
2338687,ITPTH,Porto Ercole,Havn,ITALIA,,,,,
2329945,ITPFE,Portoferraio,Havn,ITALIA,,,,,
2329967,ITPTF,Portofino,Havn,ITALIA,,,,,
2329947,ITPFX,Porto Foxi (sarroch),Havn,ITALIA,,,POINT(9.03561169922776 39.0863594630414),9.035611699227763,39.08635946304138
2329948,ITPGA,Porto Garibaldi,Havn,ITALIA,,,,,
2338690,ITPVT,Porto Levante,Havn,ITALIA,,,POINT(12.36666667 45.05),12.36666667,45.05
2329952,ITPLI,Porto Lignano,Havn,ITALIA,,,,,
2329955,ITPMV,Porto Mantovano,Havn,ITALIA,,,,,
2329953,ITPMA,Porto Marghera,Havn,ITALIA,,,POINT(12.2603772003925 45.4585961978988),12.26037720039247,45.45859619789878
2329956,ITPMZ,Porto Maurizio,Havn,ITALIA,,,,,
2329957,ITPNG,Porto Nogaro,Havn,ITALIA,,,POINT(13.2266527204602 45.801781154066),13.22665272046021,45.80178115406596
2338703,ITPPL,Portopalo,Havn,ITALIA,,,,,
2338695,ITPPF,Porto Palo,Havn,ITALIA,,,,,
2338696,ITPRF,Porto Recanati,Havn,ITALIA,,,,,
2338697,ITSIG,Porto San Giorgio,Havn,ITALIA,,,,,
2329966,ITPSS,Porto Santo Stefano,Havn,ITALIA,,,,,
2338699,ITPPT,Porto Tolle,Havn,ITALIA,,,,,
2329968,ITPTO,Porto Torres,Havn,ITALIA,,,POINT(8.39955020568302 40.8402853249508),8.399550205683017,40.84028532495076
2338705,ITPRW,Portovenere,Havn,ITALIA,,,,,
2329969,ITPVE,Porto Vesme (portoscuso),Havn,ITALIA,,,,,
2452500,ITPOQ,Porto Viro,Havn,ITALIA,,,,,
2329961,ITPOS,Positano,Havn,ITALIA,,,,,
2329970,ITPZL,Pozzallo,Havn,ITALIA,,,POINT(14.8323428183662 36.7176933827444),14.83234281836619,36.71769338274443
2338708,ITOZI,"Pozzillo, Catania",Havn,ITALIA,,,,,
2329962,ITPOZ,Pozzuoli,Havn,ITALIA,,,,,
2338710,ITPIM,Praia a Mare,Havn,ITALIA,,,,,
2454995,ITPS8,Presezzo,Havn,ITALIA,,,,,
2451702,ITPRL,Priolo Gargallo,Havn,ITALIA,,,,,
2329965,ITPRO,Procida,Havn,ITALIA,,,,,
2451335,ITPUC,Punta Cugno,Havn,ITALIA,,,,,
2338713,ITRPO,Rapallo,Havn,ITALIA,,,,,
2329972,ITRAN,Ravenna,Havn,ITALIA,,,POINT(12.2848470603973 44.4944248089224),12.2848470603973,44.49442480892244
2338715,ITREC,Recco,Havn,ITALIA,,,,,
2329973,ITREG,Reggio Calabria,Havn,ITALIA,,,,,
2338717,ITRCE,Riccione,Havn,ITALIA,,,,,
2451703,ITRMI,Rimini,Havn,ITALIA,,,,,
2448528,ITRIN,Rinella,Havn,ITALIA,,,,,
2453800,ITRMG,Rio Maggiore,Havn,ITALIA,,,,,
2329975,ITRMA,Rio Marina,Havn,ITALIA,,,,,
2451704,ITRPT,Riposto,Havn,ITALIA,,,,,
2453801,ITXXX,RIS Inland waterways,Havn,ITALIA,,,,,
2338720,ITRTS,Riva Trigoso,Havn,ITALIA,,,,,
2338723,ITROC,Roccella Ionica,Havn,ITALIA,,,,,
2329974,ITRGG,Rodi Garganico,Havn,ITALIA,,,,,
2454996,ITUHJ,Ronchis,Havn,ITALIA,,,,,
2448529,ITGSV,Rosignano Solvay,Havn,ITALIA,,,,,
2329978,ITSAL,Salerno,Havn,ITALIA,,,,,
2329981,ITSLA,Salina,Havn,ITALIA,,,,,
2338729,ITSLC,"Saline, Reggio Calabria",Havn,ITALIA,,,,,
2453802,ITSI6,Sammichele,Havn,ITALIA,,,,,
2451705,ITSDB,San Benedetto del Tronto,Havn,ITALIA,,,,,
2338730,ITNCT,San Cataldo,Havn,ITALIA,,,,,
2338732,ITSFE,San Felice Circeo,Havn,ITALIA,,,,,
2454997,ITSB4,San Miniato Basso,Havn,ITALIA,,,,,
2329988,ITSRE,San Remo,Havn,ITALIA,,,,,
2453803,ITQER,San Rocco di Guastalla,Havn,ITALIA,,,,,
2338740,ITSFM,Santa Foca di Melendugno,Havn,ITALIA,,,,,
2329983,ITSML,Santa Margherita Ligure,Havn,ITALIA,,,,,
2329982,ITSMA,Santa Maria,Havn,ITALIA,,,,,
2338743,ITSMK,Santa Maria di Castellabate,Havn,ITALIA,,,,,
2454998,ITER3,Santa Maria la Fossa,Havn,ITALIA,,,,,
2338744,ITAMN,Santa Maria Navarrese,Havn,ITALIA,,,,,
2453804,ITSAX,Sant'Angelo in Vado,Havn,ITALIA,,,,,
2338749,ITNTA,Sant'Antioco,Havn,ITALIA,,,POINT(8.37203508044789 39.1135494133872),8.37203508044789,39.1135494133872
2329979,ITSAT,Sant' Antioco,Havn,ITALIA,,,POINT(8.4704100878577 39.0546484402162),8.4704100878577,39.05464844021622
2329985,ITSPA,Santa Panagia,Havn,ITALIA,,,,,
2329989,ITSTE,Santa Teresa Di Gallura,Havn,ITALIA,,,,,
2338750,ITSSF,Santo Stefano al Mare,Havn,ITALIA,,,,,
2338751,ITTEF,Santo Stefano di Camastra,Havn,ITALIA,,,,,
2329991,ITSVC,San Vito Lo Capo,Havn,ITALIA,,,,,
2338753,ITPRH,Sapri,Havn,ITALIA,,,,,
2338755,ITLLT,Savelletri,Havn,ITALIA,,,,,
2329992,ITSVN,Savona,Havn,ITALIA,,,POINT(8.4943070170129 44.3131671719864),8.494307017012899,44.31316717198641
2338757,ITLEA,Scalea,Havn,ITALIA,,,,,
2338758,ITSRH,Scario,Havn,ITALIA,,,,,
2338759,ITURI,Scauri,Havn,ITALIA,,,,,
2338761,ITSCK,Sciacca,Havn,ITALIA,,,,,
2338762,ITSLL,Scilla,Havn,ITALIA,,,,,
2453805,ITSCO,Scoglitti,Havn,ITALIA,,,,,
2454999,ITS8C,Scomigo,Havn,ITALIA,,,,,
2455000,ITSN8,Segno,Havn,ITALIA,,,,,
2451706,ITSEG,Senigallia,Havn,ITALIA,,,,,
2455001,ITPE4,Sesto al Reghena,Havn,ITALIA,,,,,
2338763,ITNTE,Sestri Levante,Havn,ITALIA,,,,,
2338764,ITRRV,Sferracavallo,Havn,ITALIA,,,,,
2453806,ITSID,Siderno Marina,Havn,ITALIA,,,,,
2338766,ITSLV,Silvi Marina,Havn,ITALIA,,,,,
2329980,ITSIR,Siracusa,Havn,ITALIA,,,,,
2329977,ITRRO,Sorrento,Havn,ITALIA,,,,,
2338770,ITSOO,Soverato,Havn,ITALIA,,,,,
2338771,ITNGA,Sperlonga,Havn,ITALIA,,,,,
2338772,ITRNS,Spotorno,Havn,ITALIA,,,,,
2338774,ITTTN,Stintino,Havn,ITALIA,,,,,
2329990,ITSTR,Stromboli,Havn,ITALIA,,,,,
2455002,ITXPL,Sturno,Havn,ITALIA,,,,,
2329993,ITTAL,Talamone,Havn,ITALIA,,,POINT(11.1353596795655 42.5541011899648),11.13535967956553,42.55410118996484
2331955,ITTAO,Taormina,Havn,ITALIA,,,,,
2329994,ITTAR,Taranto,Havn,ITALIA,,,POINT(17.2115649069171 40.4760525750865),17.21156490691714,40.47605257508653
2330002,ITTRI,Termini Imereses,Havn,ITALIA,,,,,
2329996,ITTMI,Termoli,Havn,ITALIA,,,,,
2330001,ITTRC,Terracina,Havn,ITALIA,,,,,
2338782,ITSNR,Terrasini,Havn,ITALIA,,,,,
2329999,ITTOA,Torre Annunziata,Havn,ITALIA,,,,,
2338785,ITTCS,Torre Cesarea,Havn,ITALIA,,,,,
2338786,ITTRH,Torre Faro,Havn,ITALIA,,,,,
2338787,ITTGV,Torre Gaveta,Havn,ITALIA,,,,,
2329995,ITTGR,Torregrande,Havn,ITALIA,,,,,
2338788,ITTRU,Torre San Giovanni,Havn,ITALIA,,,,,
2338783,ITICA,Tor Vajanica,Havn,ITALIA,,,,,
2330005,ITTVC,Torviscosa,Havn,ITALIA,,,,,
2329998,ITTNI,Trani,Havn,ITALIA,,,,,
2330000,ITTPS,Trapani,Havn,ITALIA,,,POINT(12.507331772784 38.0108822406172),12.50733177278403,38.01088224061721
2338793,ITTCC,Trebisacce,Havn,ITALIA,,,,,
2329997,ITTMT,Tremiti,Havn,ITALIA,,,,,
2330003,ITTRS,Trieste,Havn,ITALIA,,,POINT(13.7615438700057 45.6359005602861),13.76154387000574,45.63590056028609
2453807,ITTUF,Tufo,Havn,ITALIA,,,,,
2330006,ITUST,Ustica,Havn,ITALIA,,,,,
2330009,ITVDA,Vada,Havn,ITALIA,,,POINT(10.4499767532908 43.3497855338454),10.44997675329081,43.34978553384543
2451707,ITVDL,Vado Ligure,Havn,ITALIA,,,POINT(8.4522916668804 44.26369541256),8.452291666880399,44.26369541255998
2455003,ITVD8,Valdaora di Sotto,Havn,ITALIA,,,,,
2330015,ITVSO,Vasto,Havn,ITALIA,,,,,
2330008,ITVCE,Venezia,Havn,ITALIA,,,,,
2451708,ITVEN,Ventimiglia,Havn,ITALIA,,,,,
2330017,ITVTT,Ventotene,Havn,ITALIA,,,,,
2338807,ITVZN,Vernazza,Havn,ITALIA,,,,,
2455004,ITVV2,Vetralla,Havn,ITALIA,,,,,
2330011,ITVIA,Viareggio,Havn,ITALIA,,,POINT(10.2416495240718 43.8618449639208),10.24164952407182,43.86184496392075
2330019,ITVVA,Vibo Valentia,Havn,ITALIA,,,,,
2330012,ITVIE,Vieste,Havn,ITALIA,,,,,
2455005,ITVJD,Villa Agnedo,Havn,ITALIA,,,,,
2462296,ITVT3,Villafranca Tirrena,Havn,ITALIA,,,,,
2338815,ITVSG,"Villa San Giovanni, Calabria",Havn,ITALIA,,,,,
2455006,ITVV9,Villa Verucchio,Havn,ITALIA,,,,,
2330016,ITVTI,Voltri,Havn,ITALIA,,,,,
2330018,ITVUL,Vulcano Porto,Havn,ITALIA,,,,,
2453808,ITULE,Zaule,Havn,ITALIA,,,,,
2338822,JMALP,Alligator Pond,Havn,JAMAICA,,,,,
2338823,JMBLR,Black River,Havn,JAMAICA,,,,,
2338824,JMBWN,Bowden,Havn,JAMAICA,,,,,
2338825,JMFMH,Falmouth,Havn,JAMAICA,,,POINT(-77.6371737501439 18.4913349786039),-77.63717375014386,18.49133497860395
2328496,JM888,Jamaica,Land,JAMAICA,,,,,
2330610,JMKIN,Kingston,Havn,JAMAICA,,,POINT(-76.8350913029868 17.9847698864345),-76.83509130298675,17.98476988643448
2338827,JMMBJ,Montego Bay,Havn,JAMAICA,,,,,
2338828,JMOCJ,Ocho Rios,Havn,JAMAICA,,,,,
2338829,JMORC,Oracabessa,Havn,JAMAICA,,,,,
2338830,JMPOT,Port Antonio,Havn,JAMAICA,,,,,
2338831,JMPEV,Port Esquivel,Havn,JAMAICA,,,POINT(-77.1309129978375 17.8900173448296),-77.13091299783751,17.8900173448296
2451709,JMPHE,Port Henderson,Havn,JAMAICA,,,,,
2338832,JMPKS,Port Kaiser,Havn,JAMAICA,,,POINT(-77.6044708810008 17.859044023353),-77.60447088100078,17.85904402335299
2338833,JMPMO,Port Morant,Havn,JAMAICA,,,,,
2338834,JMPRH,Port Rhoades,Havn,JAMAICA,,,,,
2338835,JMPRO,Port Royal,Havn,JAMAICA,,,,,
2338836,JMRIB,Rio Bueno,Havn,JAMAICA,,,,,
2338837,JMROP,Rocky Point,Havn,JAMAICA,,,POINT(-77.1416904879307 17.8183489316107),-77.1416904879307,17.81834893161074
2338838,JMSRI,Salt River,Havn,JAMAICA,,,,,
2338839,JMSLM,Savanna-la-Mar,Havn,JAMAICA,,,,,
2338840,JMSAW,St Anns Bay,Havn,JAMAICA,,,,,
2338843,JPABA,Abashiri,Havn,JAPAN,,,,,
2338844,JPABS,Abohshita,Havn,JAPAN,,,,,
2338845,JPABO,Aboshi/Himeji,Havn,JAPAN,,,,,
2338846,JPABU,Aburatsu,Havn,JAPAN,,,,,
2338847,JPABT,Abuto,Havn,JAPAN,,,,,
2338848,JPADE,Ade,Havn,JAPAN,,,,,
2338849,JPADO,Ado,Havn,JAPAN,,,,,
2338850,JPAGN,Agenosho,Havn,JAPAN,,,,,
2338851,JPAGS,Ageshima,Havn,JAPAN,,,,,
2338852,JPAGR,Agonoura,Havn,JAPAN,,,,,
2338853,JPAGJ,Aguni,Havn,JAPAN,,,,,
2338854,JPAKZ,Aika,Havn,JAPAN,,,,,
2338855,JPAKI,Aikakita,Havn,JAPAN,,,,,
2338856,JPAIW,"Aikawa, Nagasaki",Havn,JAPAN,,,,,
2338857,JPAIK,"Aikawa, Niigata",Havn,JAPAN,,,,,
2338859,JPAIA,Ainouraaoki/Naru,Havn,JAPAN,,,,,
2338858,JPAIN,Ainoura/Sasebo,Havn,JAPAN,,,,,
2338860,JPAII,Aio,Havn,JAPAN,,,,,
2338861,JPAIO,Aioi,Havn,JAPAN,,,,,
2338862,JPAIM,Aishima,Havn,JAPAN,,,,,
2338863,JPAIZ,"Aizu, Kumamoto",Havn,JAPAN,,,,,
2338864,JPAJX,Aja,Havn,JAPAN,,,,,
2338865,JPAJI,Aji,Havn,JAPAN,,,,,
2338866,JPAJK,Ajigasawa,Havn,JAPAN,,,,,
2338867,JPAJN,Ajino,Havn,JAPAN,,,,,
2338868,JPAZR,"Ajiro, Okayama",Havn,JAPAN,,,,,
2338869,JPAJR,"Ajiro, Shizuoka",Havn,JAPAN,,,,,
2338870,JPAZJ,"Ajiro, Tottori",Havn,JAPAN,,,,,
2338871,JPACH,Ajisu,Havn,JAPAN,,,,,
2338872,JPAKD,Akadomari,Havn,JAPAN,,,,,
2338873,JPAKG,Akakina,Havn,JAPAN,,,,,
2338874,JPAKM,Akamizu,Havn,JAPAN,,,,,
2338875,JPAKK,"Akasaki, Kumamoto",Havn,JAPAN,,,,,
2338876,JPASK,"Akasaki, Tottori",Havn,JAPAN,,,,,
2338877,JPAKA,Akashi,Havn,JAPAN,,,,,
2338878,JPAKH,Akehama,Havn,JAPAN,,,,,
2451710,JPAIG,Aki-gun/Hiroshima,Havn,JAPAN,,,,,
2338879,JPAXT,Akita,Havn,JAPAN,,,,,
2453811,JPAFG,Akitafunagawa,Havn,JAPAN,,,,,
2338880,JPAKT,Akitsu,Havn,JAPAN,,,,,
2338881,JPAKE,Akkeshi,Havn,JAPAN,,,,,
2338882,JPAKO,Akoh,Havn,JAPAN,,,,,
2338883,JPAKB,Akohbaru,Havn,JAPAN,,,,,
2338884,JPAKN,Akune,Havn,JAPAN,,,,,
2338887,JPAMA,Amagasaki,Havn,JAPAN,,,,,
2338888,JPAMX,AmagasakiNishinomiyaAshiya,Havn,JAPAN,,,,,
2338885,JPAMM,"Ama, Hyogo",Havn,JAPAN,,,,,
2338889,JPAMJ,Amaji,Havn,JAPAN,,,,,
2338890,JPASJ,Amamioshima,Havn,JAPAN,,,,,
2338891,JPAMS,Amasaki,Havn,JAPAN,,,,,
2338886,JPAAM,"Ama, Shimane",Havn,JAPAN,,,,,
2338892,JPAMT,Amatsuke,Havn,JAPAN,,,,,
2338893,JPAMY,Amiya,Havn,JAPAN,,,,,
2338894,JPAMU,Amura,Havn,JAPAN,,,,,
2338895,JPARG,Amurogama,Havn,JAPAN,,,,,
2338896,JPANM,Anamizu,Havn,JAPAN,,,,,
2338897,JPANA,Anan,Havn,JAPAN,,,,,
2338898,JPANB,Anbo,Havn,JAPAN,,,,,
2338899,JPANE,Anegasaki,Havn,JAPAN,,,,,
2338900,JPAOE,Aoe,Havn,JAPAN,,,,,
2338901,JPAOG,Aogashima,Havn,JAPAN,,,,,
2338902,JPAOK,Aokata,Havn,JAPAN,,,,,
2338903,JPAOI,Aoki,Havn,JAPAN,,,,,
2453812,JPOMA,Aomi,Havn,JAPAN,,,,,
2338904,JPAOJ,Aomori,Havn,JAPAN,,,,,
2338905,JPAON,Aonae,Havn,JAPAN,,,,,
2338906,JPAOS,Aoshima,Havn,JAPAN,,,,,
2338907,JPARO,Arao,Havn,JAPAN,,,POINT(130.448902317998 32.9137041617629),130.4489023179983,32.91370416176294
2338908,JPARA,Arari,Havn,JAPAN,,,,,
2458387,JPARI,"Ariake, Tokyo",Havn,JAPAN,,,,,
2338909,JPARK,Arikawa,Havn,JAPAN,,,,,
2338910,JPAMR,Arimura,Havn,JAPAN,,,,,
2338911,JPARZ,Arouzu,Havn,JAPAN,,,,,
2338912,JPASA,Asa,Havn,JAPAN,,,,,
2338913,JPASI,Asahimachi,Havn,JAPAN,,,,,
2338914,JPASW,Asakawa,Havn,JAPAN,,,,,
2457393,JPAUI,Asakuchi,Havn,JAPAN,,,,,
2338915,JPASM,Asami,Havn,JAPAN,,,,,
2338916,JPAMG,Asamogawa,Havn,JAPAN,,,,,
2338917,JPASB,Ashibe,Havn,JAPAN,,,,,
2338918,JPASH,Ashinoura,Havn,JAPAN,,,,,
2338919,JPAST,Ashitoku,Havn,JAPAN,,,,,
2338920,JPASZ,"Ashiya, Fukuoka",Havn,JAPAN,,,,,
2338921,JPASR,Ashizuri,Havn,JAPAN,,,,,
2338922,JPATA,Ataka,Havn,JAPAN,,,,,
2338923,JPAMI,Atami,Havn,JAPAN,,,,,
2338924,JPATT,Atatajima,Havn,JAPAN,,,,,
2338925,JPATK,Atsuki,Havn,JAPAN,,,,,
2338926,JPATM,Atsumi,Havn,JAPAN,,,,,
2338927,JPAWA,Awa,Havn,JAPAN,,,,,
2338928,JPTBS,Awajikoryunotsubasa,Havn,JAPAN,,,,,
2338929,JPYYA,Awano,Havn,JAPAN,,,,,
2338930,JPAWS,Awashima,Havn,JAPAN,,,,,
2338931,JPAWM,Awashimanishi,Havn,JAPAN,,,,,
2338932,JPAWZ,Awazu,Havn,JAPAN,,,,,
2338933,JPAYU,Ayukawa,Havn,JAPAN,,,,,
2338934,JPAKW,Azako,Havn,JAPAN,,,,,
2338935,JPAZU,Azu,Havn,JAPAN,,,,,
2338936,JPBPU,"Beppu, Oita",Havn,JAPAN,,,,,
2338937,JPBEP,"Beppu, Shimane",Havn,JAPAN,,,,,
2338938,JPBFS,Beppushinko,Havn,JAPAN,,,,,
2338939,JPBDM,Bohdomari,Havn,JAPAN,,,,,
2338940,JPBOM,Boma,Havn,JAPAN,,,,,
2338941,JPBYO,Byobu,Havn,JAPAN,,,,,
2338942,JPCHB,Chiba,Havn,JAPAN,,,POINT(140.097571437431 35.5953669096427),140.0975714374315,35.59536690964269
2338943,JPCHH,Chichii,Havn,JAPAN,,,,,
2338944,JPCHG,Chigasaki,Havn,JAPAN,,,,,
2338945,JPCJU,Chiju,Havn,JAPAN,,,,,
2338946,JPCHK,Chikubushima,Havn,JAPAN,,,,,
2338947,JPCKM,Chikumi,Havn,JAPAN,,,,,
2451336,JPCHW,Chimu Wan,Havn,JAPAN,,,,,
2338948,JPCHI,China,Havn,JAPAN,,,POINT(128.567277583838 27.3286870430487),128.5672775838378,27.3286870430487
2338949,JPCNS,Chinase,Havn,JAPAN,,,,,
2338950,JPCIO,Chio,Havn,JAPAN,,,,,
2338951,JPCTA,Chita,Havn,JAPAN,,,POINT(136.832415665793 34.9736260563273),136.8324156657931,34.97362605632735
2338952,JPCHT,"Chitose, Hiroshima",Havn,JAPAN,,,,,
2338953,JPCYZ,Chiyozaki,Havn,JAPAN,,,,,
2338954,JPCHF,Chofu,Havn,JAPAN,,,,,
2338955,JPCHO,Choshi,Havn,JAPAN,,,,,
2338956,JPCHU,Churui,Havn,JAPAN,,,,,
2338957,JPDTU,Daito,Havn,JAPAN,,,,,
2338958,JPDAT,Date,Havn,JAPAN,,,,,
2338959,JPDSR,Dohshiro,Havn,JAPAN,,,,,
2338960,JPDZK,Dohzaki,Havn,JAPAN,,,,,
2338961,JPEBI,Ebito,Havn,JAPAN,,,,,
2338962,JPEGO,Ego,Havn,JAPAN,,,,,
2338963,JPEII,Ei,Havn,JAPAN,,,,,
2338964,JPEGS,Eigashima,Havn,JAPAN,,,,,
2338965,JPEIS,Eishi,Havn,JAPAN,,,,,
2338966,JPEJM,Ejima,Havn,JAPAN,,,,,
2338967,JPEMU,Emukae,Havn,JAPAN,,,,,
2338968,JPENN,En,Havn,JAPAN,,,,,
2338969,JPENA,Ena,Havn,JAPAN,,,,,
2338970,JPENH,Enohama,Havn,JAPAN,,,,,
2338971,JPEKZ,Enokizu,Havn,JAPAN,,,,,
2338972,JPENR,"Enoura, Kagawa",Havn,JAPAN,,,,,
2338973,JPENO,"Enoura, Shizuoka",Havn,JAPAN,,,,,
2338974,JPEMM,Erimo,Havn,JAPAN,,,,,
2338975,JPESK,Esaki,Havn,JAPAN,,,,,
2338976,JPESI,Esashi/Hiyama,Havn,JAPAN,,,,,
2338977,JPESS,Esashi/Soya,Havn,JAPAN,,,,,
2338978,JPESM,Eshima,Havn,JAPAN,,,,,
2338979,JPETA,Etajima,Havn,JAPAN,,,,,
2338980,JPETM,Etomo,Havn,JAPAN,,,,,
2338981,JPEZA,Ezaki,Havn,JAPAN,,,,,
2338982,JPFCM,Fuchinomoto,Havn,JAPAN,,,,,
2338983,JPFGS,Fugusaki,Havn,JAPAN,,,,,
2338984,JPFJN,Fujino,Havn,JAPAN,,,,,
2338985,JPFKH,"Fukae, Hiroshima",Havn,JAPAN,,,,,
2338986,JPFAE,"Fukae, Nagasaki",Havn,JAPAN,,,,,
2338987,JPFKI,Fukai,Havn,JAPAN,,,,,
2338988,JPFUM,Fukami,Havn,JAPAN,,,,,
2338989,JPFRI,Fukari,Havn,JAPAN,,,,,
2338990,JPFKK,"Fukaura, Aomori",Havn,JAPAN,,,,,
2338991,JPFKR,"Fukaura, Ehime",Havn,JAPAN,,,,,
2338992,JPFUW,Fukawa,Havn,JAPAN,,,,,
2338993,JPFUE,Fuke,Havn,JAPAN,,,,,
2338994,JPFKD,Fukuda,Havn,JAPAN,,,,,
2338995,JPFKE,"Fukue, Aichi",Havn,JAPAN,,,,,
2338996,JPFUJ,"Fukue, Nagasaki",Havn,JAPAN,,,,,
2338997,JPFKJ,Fukui,Havn,JAPAN,,,,,
2338998,JPFRA,"Fukura, Hyogo",Havn,JAPAN,,,,,
2338999,JPFUU,"Fukura, Kagoshima",Havn,JAPAN,,,,,
2339000,JPFUO,Fukuro,Havn,JAPAN,,,,,
2339001,JPFKU,"Fukushima, Hokkaido",Havn,JAPAN,,,,,
2339002,JPFMS,"Fukushima, Miyazaki",Havn,JAPAN,,,,,
2339003,JPFKM,"Fukushima, Nagasaki",Havn,JAPAN,,,,,
2339004,JPFUR,"Fukuura, Ehime",Havn,JAPAN,,,,,
2339005,JPFRJ,"Fukuura, Ishikawa",Havn,JAPAN,,,,,
2339006,JPFUA,"Fukuura, Kumamoto",Havn,JAPAN,,,,,
2339007,JPFKY,"Fukuyama, Hiroshima",Havn,JAPAN,,,,,
2339008,JPFYM,"Fukuyama, Kagoshima",Havn,JAPAN,,,,,
2339009,JPFNB,Funabashi,Havn,JAPAN,,,,,
2339010,JPFND,Funadomari,Havn,JAPAN,,,,,
2339011,JPFNK,Funagawa,Havn,JAPAN,,,,,
2339012,JPFSH,Funakakushi,Havn,JAPAN,,,,,
2339013,JPFNS,Funakoshi,Havn,JAPAN,,,,,
2339014,JPFNU,Funauki,Havn,JAPAN,,,,,
2339015,JPFNR,Funaura,Havn,JAPAN,,,,,
2339016,JPFNA,Funaya,Havn,JAPAN,,,,,
2339017,JPFNZ,Funazu,Havn,JAPAN,,,,,
2339018,JPFHR,Furubira,Havn,JAPAN,,,,,
2339019,JPFRX,"Furue, Ehime",Havn,JAPAN,,,,,
